card_txn_id,card_id,txn_date,merchant_category,amount,is_fraud,customer_id,name,city,state,occupation,annual_income_x,credit_score,txn_year,txn_month,txn_day,txn_day_of_week,txn_hour,amount_income_ratio,amount_log,avg_amount,std_amount,total_spent,txn_count,annual_income_y,total_fraud,fraud_rate,merchant_category_encoded,city_encoded,state_encoded,occupation_encoded,fraud_probability,predicted_fraud,risk_level,is_life_event
1088562,23524,2025-10-25,Travel,2404.39,0,44089,Susan Williams,Kochi,Kerala,Retired,2729554,787,2025,10,25,5,0,0.0008808725231768548,7.785467331555162,1890.1603278688524,1841.423192861477,230599.56,122,2729554,0,0.0,12,9,3,2,7.196684e-05,0,Low,False
6629,43053,2023-06-22,Rent,2455.47,0,14764,Thomas Miller,Ahmedabad,Gujarat,Student,1555211,623,2023,6,22,3,0,0.0015788651322134859,7.806480639036674,1728.4728235294117,1754.6122821235924,293840.38,170,1555211,1,0.005847953216374269,9,0,1,6,0.1451706,0,Medium,False
1988414,28583,2022-07-18,Insurance,683.17,0,34502,Meera Patel,Pune,Maharashtra,Student,912468,731,2022,7,18,0,0,0.0007487048875085071,6.528206424753791,1868.9190322580646,1688.6391167343472,173809.47,93,912468,1,0.010638297872340425,8,14,5,6,0.01949471,0,Low,False
604911,9569,2025-06-01,Healthcare,623.83,0,8073,Joseph Desai,Bengaluru,Karnataka,Freelancer,1392593,347,2025,6,1,6,0,0.0004479625791867551,6.437479612737692,1789.0930322580643,1629.1468994184968,277309.42,155,1392593,2,0.01282051282051282,7,1,2,1,0.007380382,0,Low,False
460014,60313,2022-02-02,Groceries,645.86,0,28387,Pooja Bose,Indore,Madhya Pradesh,Salaried - Private,1546134,345,2022,2,2,2,0,0.00041772548968880467,6.472129887779081,1736.5475,1679.901019888065,173654.75,100,1546134,1,0.009900990099009901,6,7,4,4,0.16070947,0,Medium,False
505790,26162,2021-11-18,Utilities,1969.67,0,4272,Priya Bose,Lucknow,Uttar Pradesh,Freelancer,932639,551,2021,11,18,3,0,0.0021119295762566477,7.586128865433464,2404.448529411765,2094.4121578332165,81751.25,34,932639,0,0.0,13,11,10,1,0.00014047904,0,Low,False
2934881,28260,2018-12-14,Fund Transfer,3893.94,0,53369,Mary Jones,Bengaluru,Karnataka,Salaried - Private,1559207,572,2018,12,14,4,0,0.002497383286899503,8.26743355382163,1743.5127461139898,1633.4659368407356,336497.96,193,1559207,0,0.0,5,1,2,4,0.0003321011,0,Low,False
1835047,61659,2021-08-23,Groceries,276.21,0,55485,Robert Rodriguez,Pune,Maharashtra,Salaried - Government,1179326,684,2021,8,23,0,0,0.0002342098501942209,5.624775341701135,2137.6189583333335,2423.7703444973595,102605.71,48,1179326,0,0.0,6,14,5,3,0.0001005618,0,Low,False
1022986,18871,2018-12-04,ATM Withdrawal,970.54,0,25180,Thomas Menon,Chandigarh,Punjab,Student,184642,667,2018,12,4,1,0,0.0052563054109822736,6.878882441413021,1687.2062962962964,1841.5886767508555,91109.14,54,184642,1,0.01818181818181818,0,3,6,6,0.010177581,0,Low,False
596945,4777,2020-09-23,Healthcare,1283.13,0,28088,Sneha Desai,Lucknow,Uttar Pradesh,Salaried - Private,2231830,719,2020,9,23,2,0,0.0005749225635812031,7.157836725230784,2094.642327586207,1979.5694618232599,242978.51,116,2231830,0,0.0,7,11,10,4,0.00017053097,0,Low,False
2000312,42952,2022-07-29,Education,2618.27,0,47968,Linda Malhotra,Chennai,Tamil Nadu,Freelancer,1915309,375,2022,7,29,4,0,0.0013670215265413953,7.870650931977521,1863.2086238532108,1791.6152710894337,203089.74,109,1915309,0,0.0,2,4,8,1,0.0002793699,0,Low,False
2735471,40775,2022-09-05,Groceries,3019.03,0,55952,Amit Miller,Pune,Maharashtra,Retired,2997486,885,2022,9,5,0,0,0.001007187020327361,8.01302204409441,1733.9655789473686,1662.4242924785476,164726.73,95,2997486,0,0.0,6,14,5,2,8.4219326e-05,0,Low,False
1221188,25820,2019-11-18,Education,782.32,0,27200,Pooja Davis,Mumbai,Maharashtra,Salaried - Government,2338231,572,2019,11,18,0,0,0.0003345775782728147,6.663541297048636,1597.4976744186047,1262.6497169305756,206077.2,129,2338231,2,0.015384615384615385,2,12,5,3,0.2764066,0,Medium,False
2774941,42684,2021-10-22,Utilities,667.42,0,53616,Manoj Patel,Chennai,Tamil Nadu,Salaried - Private,332888,804,2021,10,22,4,0,0.0020049325751226384,6.504916718475853,1615.5240000000001,1282.1021962765965,72698.58,45,332888,1,0.021739130434782608,13,4,8,4,0.056025993,0,Low,False
2835784,46528,2020-02-06,Shopping,479.16,0,22449,Charles Gupta,Jaipur,Rajasthan,Salaried - Private,742502,627,2020,2,6,3,0,0.0006453307259364608,6.174119381692057,1780.3441176470587,1843.2773136165804,151329.25,85,742502,0,0.0,11,8,7,4,0.00050009124,0,Low,False
795320,40075,2023-08-08,Entertainment,89.66,0,51815,Patricia Iyer,Bhopal,Madhya Pradesh,Freelancer,2113420,597,2023,8,8,1,0,4.2424107643484186e-05,4.507116245512703,1882.9302127659575,1933.9705144892805,176995.44,94,2113420,0,0.0,3,2,4,1,0.00019181134,0,Low,False
1062469,51178,2019-07-20,Rent,439.52,0,44289,Patricia Bose,Bhopal,Madhya Pradesh,Business Owner,1083427,795,2019,7,20,5,0,0.00040567531944900813,6.087955847296743,1487.8034375,1140.911796295626,47609.71,32,1083427,0,0.0,9,2,4,0,0.00023770893,0,Low,False
2492295,28221,2020-04-17,Education,517.84,0,880,Deepak Garcia,Mumbai,Maharashtra,Business Owner,2463204,852,2020,4,17,4,0,0.00021023016760683745,6.251595550472472,1578.1516666666666,1568.8067417783207,208316.02,132,2463204,0,0.0,2,12,5,0,0.0001521077,0,Low,False
2426975,17690,2023-09-08,Fund Transfer,989.78,0,5870,Linda Reddy,Bengaluru,Karnataka,Freelancer,2310139,409,2023,9,8,4,0,0.0004284502237959604,6.898492511702952,1643.341794871795,2000.4827955887781,64090.33,39,2310139,0,0.0,5,1,2,1,0.00024288849,0,Low,False
1034128,41574,2022-12-03,Healthcare,810.41,0,16062,Suresh Joshi,Chandigarh,Punjab,Salaried - Private,198888,693,2022,12,3,5,0,0.004074684874477723,6.698773475074021,1820.6509411764705,1483.6097522880862,309510.66,170,198888,1,0.005847953216374269,7,3,6,4,0.08873693,0,Low,False
2403885,51222,2019-06-15,Education,2887.36,0,296,Jessica Desai,Kochi,Kerala,Student,3378141,604,2019,6,15,5,0,0.0008547183629344178,7.968444145983697,1559.8114285714285,1769.7553275453076,76430.76,49,3378141,0,0.0,2,9,3,6,0.00013436709,0,Low,False
1237708,20258,2023-06-12,Insurance,1614.2,0,9137,Anita Brown,Chandigarh,Punjab,Retired,1180954,628,2023,6,12,0,0,0.0013668598718833487,7.387214066998628,2146.344761904762,1474.6662572624623,90146.48,42,1180954,1,0.023255813953488372,8,3,6,2,0.7856457,1,High,False
1101052,51824,2020-04-30,Fund Transfer,3378.54,0,22146,David Iyer,Jaipur,Rajasthan,Salaried - Government,3345752,330,2020,4,30,3,0,0.0010097995877161284,8.125494884540787,1774.6625874125873,1597.4837404395112,253776.75,143,3345752,2,0.013888888888888888,5,8,7,3,0.25095278,0,Medium,False
40209,64254,2026-05-11,Travel,1235.99,0,55355,Sarah Mehta,Kolkata,West Bengal,Retired,2041925,800,2026,5,11,0,0,0.0006053059709313658,7.120436288285438,1523.6566,1409.912317581415,76182.83,50,2041925,1,0.0196078431372549,12,10,11,2,0.0070260996,0,Low,False
1747275,43923,2020-02-08,Entertainment,211.42,0,45464,Charles Smith,Hyderabad,Telangana,Business Owner,3498849,722,2020,2,8,5,0,6.042556840104606e-05,5.358565446893394,1796.6015053763442,1865.5142286179353,167083.94,93,3498849,0,0.0,3,6,9,0,0.00017793098,0,Low,False
2612031,46896,2025-11-14,Utilities,2426.34,0,31709,David Johnson,Nagpur,Maharashtra,Retired,2730054,822,2025,11,14,4,0,0.0008887513255227459,7.794551286561712,2353.2551020408164,2812.0814006874293,115309.5,49,2730054,0,0.0,13,13,5,2,9.069275e-05,0,Low,False
2622343,6154,2018-11-11,Fund Transfer,95.43,0,52060,Linda Mehta,Kolkata,West Bengal,Student,2732242,886,2018,11,11,6,0,3.4927347238148296e-05,4.568817356522294,1297.8622448979593,1142.371239588342,63595.25,49,2732242,0,0.0,5,10,11,6,6.0330156e-05,0,Low,False
1268036,55018,2025-02-19,ATM Withdrawal,1247.51,0,43842,Neha Miller,Jaipur,Rajasthan,Salaried - Private,1394478,431,2025,2,19,2,0,0.0008946065161253773,7.129706119299285,1869.302389937107,1857.5613630620894,297219.08,159,1394478,1,0.00625,0,8,7,4,0.064584084,0,Low,False
1459807,15114,2019-07-04,Salary Credit,3150.62,0,12652,Divya Chopra,Mumbai,Maharashtra,Salaried - Government,3156894,861,2019,7,4,3,0,0.0009980122873899828,8.055671885334391,2220.9102083333332,2101.7647098149114,106603.69,48,3156894,0,0.0,10,12,5,3,0.00034164128,0,Low,False
1728175,42430,2022-11-20,Travel,332.86,0,39546,Robert Reddy,Delhi,Delhi,Retired,2462830,642,2022,11,20,6,0,0.00013515340679080295,5.8107217434272425,1651.184,1448.3673440438815,74303.28,45,2462830,0,0.0,12,5,0,2,0.000122598,0,Low,False
577191,5060,2021-06-25,Rent,331.81,0,44379,Divya Kumar,Bengaluru,Karnataka,Salaried - Private,1349238,303,2021,6,25,4,0,0.0002459238133495993,5.807571756572543,1703.5840449438203,1628.568565269345,151618.98,89,1349238,2,0.022222222222222223,9,1,2,4,0.22217493,0,Medium,False
261145,53783,2018-08-07,Fund Transfer,2237.09,0,33591,Kiran Martinez,Pune,Maharashtra,Salaried - Government,2637499,620,2018,8,7,1,0,0.0008481857819905214,7.713378102540502,1638.5730681818181,1650.5553628806747,144194.43,88,2637499,0,0.0,5,14,5,3,0.0002464245,0,Low,False
1373230,51169,2019-10-21,Fund Transfer,1782.43,0,58365,Sanjay Iyer,Kolkata,West Bengal,Retired,227134,748,2019,10,21,0,0,0.00784744755321725,7.486293755360348,1746.1510563380282,1846.8113529670027,247953.45,142,227134,0,0.0,5,10,11,2,0.00016965129,0,Low,False
2308674,49237,2019-04-16,Entertainment,159.73,0,46823,Robert Kapoor,Mumbai,Maharashtra,Freelancer,1031855,625,2019,4,16,1,0,0.0001547987316059605,5.079725938581049,1751.9054347826086,1525.0183158528368,161175.3,92,1031855,0,0.0,3,12,5,1,0.00052341784,0,Low,False
709399,14231,2026-03-15,Groceries,773.87,0,1251,Ajay Sharma,Kolkata,West Bengal,Student,398497,656,2026,3,15,6,0,0.0019419670864094676,6.652695273347611,1755.0407333333333,1490.917146745765,263256.11,150,398497,1,0.006622516556291391,6,10,11,6,0.013635277,0,Low,False
1841108,26408,2023-05-21,Fund Transfer,356.92,0,11748,James Desai,Ahmedabad,Gujarat,Salaried - Private,1864984,461,2023,5,21,6,0,0.00019137955533154422,5.88030949774182,1943.529761904762,1807.4273810856537,326513.0,168,1864984,1,0.005917159763313609,5,0,1,4,0.013654228,0,Low,False
2885685,19287,2022-07-05,Travel,366.19,0,31342,Pooja Verma,Hyderabad,Telangana,Salaried - Government,1398412,303,2022,7,5,1,0,0.00026186112400270877,5.905879425260039,1681.2725,1682.5616928159304,147951.98,88,1398412,1,0.011235955056179775,12,6,9,3,0.075619064,0,Low,False
535311,63864,2019-11-12,Insurance,679.89,0,59422,Ritu Iyer,Chennai,Tamil Nadu,Student,462958,407,2019,11,12,1,0,0.0014685749710017517,6.523400765936662,1895.8414814814814,1802.4392163420596,153563.16,81,462958,0,0.0,8,4,8,6,0.000114941264,0,Low,False
1480706,37472,2023-11-19,Salary Credit,3100.61,1,58497,Ajay Verma,Delhi,Delhi,Salaried - Government,2506036,453,2023,11,19,6,0,0.00123725627355063,8.0396766104939,1474.6222857142857,1418.9020398887671,51611.78,35,2506036,2,0.05555555555555555,10,5,0,3,0.008246223,0,Low,False
2141486,45827,2025-10-03,ATM Withdrawal,3377.63,0,5718,Anjali Chopra,Jaipur,Rajasthan,Business Owner,1592975,829,2025,10,3,4,0,0.0021203269854661966,8.125225580866717,1810.3221238938052,1638.8933914455874,204566.4,113,1592975,1,0.008771929824561403,0,8,7,0,0.043751787,0,Low,False
2764655,50004,2021-06-12,Dining,927.15,0,30654,Ritu Miller,Mumbai,Maharashtra,Student,224373,396,2021,6,12,5,0,0.004132163263123178,6.833193357655232,1840.8177049180329,1800.0443878171575,224579.76,122,224373,2,0.016260162601626018,1,12,5,6,0.55173516,1,High,False
2104811,36994,2025-11-24,Fund Transfer,2366.84,0,55280,Rohan Jones,Pune,Maharashtra,Freelancer,3128237,672,2025,11,24,0,0,0.0007566048363327855,7.769733426153538,1891.68672,1816.5025140574564,236460.84,125,3128237,2,0.015873015873015872,5,14,5,1,0.010825406,0,Low,False
2823298,32088,2024-05-13,Utilities,586.03,0,47223,David Chatterjee,Bengaluru,Karnataka,Salaried - Private,477689,480,2024,5,13,0,0,0.001226799807406477,6.375075925847545,1938.0116129032256,1704.1667613760376,180235.08,93,477689,0,0.0,13,1,2,4,0.00014636316,0,Low,False
2644278,39585,2019-07-10,Groceries,1402.13,0,37292,Pooja Kumar,Chandigarh,Punjab,Retired,2746111,884,2019,7,10,2,0,0.0005105873321991237,7.246460734398657,1575.4053846153845,1483.5123895352049,61440.81,39,2746111,0,0.0,6,3,6,2,0.0002352733,0,Low,False
1370192,46152,2023-11-24,Utilities,499.57,0,17758,Anjali Rodriguez,Hyderabad,Telangana,Salaried - Private,446507,602,2023,11,24,4,0,0.0011188377363899416,6.215747449115618,1715.0136363636364,1566.4515072616125,245246.94999999998,143,446507,0,0.0,13,6,9,4,0.0001655263,0,Low,False
1285530,1819,2025-01-30,Entertainment,1749.87,0,34263,Barbara Joshi,Bengaluru,Karnataka,Retired,1769510,375,2025,1,30,3,0,0.00098890032330966,7.467868086240133,1864.4753744493391,1726.7322760790942,423235.91,227,1769510,2,0.008771929824561403,3,1,2,2,0.034364685,0,Low,False
222811,58519,2023-03-13,Dining,1443.78,0,23164,Deepak Kapoor,Pune,Maharashtra,Salaried - Government,1652415,446,2023,3,13,0,0,0.0008737388163755374,7.275712339820508,1759.9860576923077,1877.1445568442866,183038.55,104,1652415,0,0.0,1,14,5,3,0.00015957956,0,Low,False
137090,19824,2025-03-02,Travel,272.69,0,10900,Arjun Mehta,Kolkata,West Bengal,Student,3305522,812,2025,3,2,6,0,8.24952662558996e-05,5.611996079025492,2045.1123809523808,1894.314065927866,214736.8,105,3305522,1,0.009433962264150943,12,10,11,6,0.0018967793,0,Low,False
1103430,36592,2023-09-25,Education,1628.48,0,220,Patricia Iyer,Bengaluru,Karnataka,Student,531065,800,2023,9,25,0,0,0.0030664361868393006,7.3960162244987036,1683.3543859649121,2321.949664040066,95951.2,57,531065,1,0.017241379310344827,2,1,2,6,0.006870526,0,Low,False
503859,64242,2019-03-07,Travel,1054.0,0,43256,Rohan Patel,Pune,Maharashtra,Self Employed,492928,824,2019,3,7,3,0,0.0021382389755928337,6.961296045910167,1919.5253103448274,1687.5917130403013,278331.17,145,492928,0,0.0,12,14,5,5,0.00028419914,0,Low,False
2491418,16301,2023-08-21,Education,1104.1,0,52227,Arjun Rodriguez,Kochi,Kerala,Salaried - Private,3434672,372,2023,8,21,0,0,0.00032145709358649276,7.007691107594736,1942.8331707317075,1862.831811594164,79656.16,41,3434672,0,0.0,2,9,3,4,0.00042174532,0,Low,False
2331831,22109,2021-09-09,Groceries,355.3,0,5698,David Nair,Mumbai,Maharashtra,Freelancer,1014541,752,2021,9,9,3,0,0.0003502072856520479,5.87577307261179,1575.0632478632479,1460.7967987586428,184282.4,117,1014541,0,0.0,6,12,5,1,0.0002466017,0,Low,False
1609628,25369,2021-04-29,Utilities,773.39,0,29845,Meera Mehta,Delhi,Delhi,Freelancer,3158341,571,2021,4,29,3,0,0.00024487215127430784,6.65207562265585,1809.7507784431139,1588.8860128442318,302228.38,167,3158341,0,0.0,13,5,0,1,0.00012870228,0,Low,False
1155472,40388,2020-02-07,Entertainment,4187.47,0,42639,Ritu Reddy,Kolkata,West Bengal,Freelancer,2121500,366,2020,2,7,4,0,0.0019738241933423555,8.34009079109955,1800.9229268292681,1820.223611679286,147675.68,82,2121500,0,0.0,3,10,11,1,0.00015143506,0,Low,False
177604,43624,2022-11-02,Entertainment,1886.76,0,47908,Linda Martinez,Jaipur,Rajasthan,Salaried - Government,3441645,499,2022,11,2,2,0,0.000548214429955899,7.543146219981119,1744.0898000000002,1654.7606880378414,87204.49,50,3441645,0,0.0,3,8,7,3,0.0003948268,0,Low,False
1974301,41819,2022-06-20,Insurance,254.28,0,3004,Barbara Pillai,Delhi,Delhi,Retired,768666,352,2022,6,20,0,0,0.00033080644804577274,5.542360981969988,1951.0913461538462,1855.2489574263304,101456.75,52,768666,1,0.018867924528301886,8,5,0,2,0.65704674,1,High,False
2714348,148,2018-02-13,Entertainment,174.35,0,7105,Kavya Singh,Indore,Madhya Pradesh,Retired,978927,428,2018,2,13,1,0,0.0001781029861235964,5.166783976586187,1597.5176086956521,1775.2428343878098,73485.81,46,978927,0,0.0,3,7,4,2,0.00037371044,0,Low,False
2763072,2189,2025-05-02,Utilities,1968.07,0,22458,Arjun Desai,Kochi,Kerala,Self Employed,680101,895,2025,5,2,4,0,0.0028937865202572554,7.58531662904834,1890.2304545454544,1476.4824781766224,83170.14,44,680101,0,0.0,13,9,3,5,0.0001363319,0,Low,False
2417336,27744,2021-08-12,Insurance,1174.71,0,28548,Joseph Bose,Jaipur,Rajasthan,Retired,1897633,387,2021,8,12,3,0,0.0006190392878711069,7.069627499408672,1709.6965420560748,1560.916551966814,182937.53,107,1897633,1,0.009259259259259259,8,8,7,2,0.72220826,1,High,False
1169014,31034,2018-09-09,Fuel,724.13,0,12541,Priya Sharma,Hyderabad,Telangana,Student,2919375,692,2018,9,9,6,0,0.00024804273241953075,6.586350949125324,2202.7201960784314,2024.9327230290792,112338.73,51,2919375,0,0.0,4,6,9,6,0.0001260402,0,Low,False
1812280,8225,2025-11-14,Rent,799.18,0,14245,Sanjay Garcia,Bengaluru,Karnataka,Self Employed,3448513,661,2025,11,14,4,0,0.0002317461956077313,6.684836702359224,1834.2320454545456,1567.9482837942198,161412.42,88,3448513,0,0.0,9,1,2,5,0.00013969801,0,Low,False
2316698,8651,2025-08-29,Rent,2866.68,0,25962,Sanjay Mehta,Chennai,Tamil Nadu,Self Employed,2067242,603,2025,8,29,4,0,0.0013867165108310923,7.961258619483287,1958.9091034482758,1747.0685774080396,284041.82,145,2067242,1,0.00684931506849315,9,4,8,5,0.08337758,0,Low,False
800758,5948,2022-05-11,Education,345.15,0,21750,Neha Garcia,Chennai,Tamil Nadu,Freelancer,3490148,318,2022,5,11,2,0,9.889262607413035e-05,5.846872207124035,1958.0120111731844,1690.9083876350558,350484.15,179,3490148,1,0.005555555555555556,2,4,8,1,0.0032598288,0,Low,False
1781512,32377,2023-05-28,Fuel,472.09,0,25407,Linda Rodriguez,Indore,Madhya Pradesh,Student,759210,301,2023,5,28,6,0,0.0006218165964402518,6.159285645233409,2795.858888888889,3071.842235553168,125813.65,45,759210,0,0.0,4,7,4,6,6.6395565e-05,0,Low,False
870365,1782,2025-04-08,Shopping,973.1,0,58775,David Pillai,Delhi,Delhi,Self Employed,2916513,325,2025,4,8,1,0,0.0003336517500001714,6.88151396777691,1983.9032051282052,1941.6272249460237,309488.9,156,2916513,2,0.012738853503184714,11,5,0,5,0.28580764,0,Medium,False
1376226,4656,2018-11-04,Healthcare,5314.39,0,6517,Manoj Jones,Jaipur,Rajasthan,Salaried - Private,2340181,347,2018,11,4,6,0,0.002270930209701639,8.578361665318313,1830.392564102564,1460.652303175605,71385.31,39,2340181,0,0.0,7,8,7,4,9.980946e-05,0,Low,False
2488144,30830,2019-07-02,ATM Withdrawal,2909.46,0,7411,Elizabeth Singh,Kochi,Kerala,Retired,3340562,636,2019,7,2,1,0,0.0008709489987166834,7.976066423274282,1824.048028169014,1446.7550413670265,259014.82,142,3340562,2,0.013986013986013986,0,9,3,2,0.52563834,1,High,False
1384239,16317,2019-09-22,Utilities,404.74,0,3613,Vikram Kapoor,Jaipur,Rajasthan,Salaried - Private,153874,681,2019,9,22,6,0,0.0026303168155970757,6.005712560373183,1799.1333928571428,1849.2630820124718,403005.88,224,153874,0,0.0,13,8,7,4,0.00019374909,0,Low,False
1057126,51723,2020-03-27,Dining,4444.65,0,25216,Robert Johnson,Hyderabad,Telangana,Salaried - Government,3120124,493,2020,3,27,4,0,0.0014245102359681102,8.399681368978223,1794.1805,1791.6269287294333,71767.22,40,3120124,0,0.0,1,6,9,3,0.00026520275,0,Low,False
2476541,25142,2019-05-09,Healthcare,333.69,0,27351,Divya Pillai,Hyderabad,Telangana,Salaried - Government,844098,516,2019,5,9,3,0,0.0003953209279954129,5.813204730268699,2166.406046511628,2005.318714846832,93155.46,43,844098,0,0.0,7,6,9,3,0.00034434203,0,Low,False
574834,63187,2019-07-23,Education,190.7,0,5902,Susan Smith,Indore,Madhya Pradesh,Salaried - Private,270394,615,2019,7,23,1,0,0.0007052645204238244,5.255931650051599,1799.8577173913043,1955.1283226383493,165586.91,92,270394,0,0.0,2,7,4,4,0.00045719734,0,Low,False
1851049,26344,2022-06-25,Education,1328.56,0,4893,Amit Rodriguez,Hyderabad,Telangana,Salaried - Private,1854789,848,2022,6,25,5,0,0.0007162859407264433,7.192603339412783,1443.858695652174,1157.4275468038954,66417.5,46,1854789,0,0.0,2,6,9,4,0.00032101883,0,Low,False
34857,28678,2023-10-25,Insurance,1861.7,0,56045,Charles Sharma,Indore,Madhya Pradesh,Salaried - Government,768551,805,2023,10,25,2,0,0.0024223474794158365,7.529782327038957,1917.6854901960785,2132.5182265137278,97801.96,51,768551,1,0.019230769230769232,8,7,4,3,0.7122761,1,High,False
327422,20917,2019-01-06,Entertainment,1641.61,0,30859,Anita Jones,Delhi,Delhi,Retired,2054668,884,2019,1,6,6,0,0.0007989656728164,7.4040417191969725,1928.4368131868132,1722.154081860664,350975.5,182,2054668,0,0.0,3,5,0,2,6.910154e-05,0,Low,False
34845,57883,2023-08-21,Salary Credit,1235.52,0,23266,James Joshi,Bengaluru,Karnataka,Student,3443163,594,2023,8,21,0,0,0.0003588327480189732,7.120056261517277,1870.923125,2620.9485850336546,59869.54,32,3443163,0,0.0,10,1,2,6,7.236881e-05,0,Low,False
358771,18504,2022-01-28,Travel,1181.4,0,43190,Sneha Chatterjee,Indore,Madhya Pradesh,Self Employed,3078726,730,2022,1,28,4,0,0.00038373002867743715,7.075301550193937,1797.2741078838174,1780.9510076691156,433143.06,241,3078726,1,0.004132231404958678,12,7,4,5,0.00020472055,0,Low,False
2223194,4998,2020-12-31,Salary Credit,1663.11,0,35841,Manoj Patel,Nagpur,Maharashtra,Business Owner,1018254,686,2020,12,31,3,0,0.001633294214121217,7.417045724965495,1961.3974757281553,1890.0309676406423,202023.94,103,1018254,0,0.0,10,13,5,0,0.00020269415,0,Low,False
499197,12765,2019-11-03,Utilities,770.5,0,2589,Divya Jones,Mumbai,Maharashtra,Business Owner,1888760,584,2019,11,3,6,0,0.00040793938460186334,6.648336671803215,1961.7916666666667,2281.684521106443,94166.0,48,1888760,0,0.0,13,12,5,0,7.732958e-05,0,Low,False
1027714,39890,2020-05-22,Shopping,812.94,0,27040,Jennifer Davis,Lucknow,Uttar Pradesh,Student,2140566,445,2020,5,22,4,0,0.0003797778812809877,6.701886653212109,1961.4338,1849.3934687084818,98071.69,50,2140566,0,0.0,11,11,10,6,7.638764e-05,0,Low,False
2413171,7282,2022-04-10,Salary Credit,541.93,0,48479,Rohan Menon,Mumbai,Maharashtra,Salaried - Government,289073,735,2022,4,10,6,0,0.0018747102817963566,6.296980398180053,1695.5464705882353,1688.9695908675487,86472.87,51,289073,0,0.0,10,12,5,3,0.0001872401,0,Low,False
1508950,24387,2025-01-03,Dining,3282.89,0,38393,Elizabeth Sharma,Pune,Maharashtra,Salaried - Government,1935251,435,2025,1,3,4,0,0.001696363057627637,8.096783974274418,2155.522568807339,1939.4659300882213,234951.96,109,1935251,3,0.02727272727272727,1,14,5,3,0.016210992,0,Low,False
1757929,33261,2023-08-01,Insurance,561.53,0,39556,Sanjay Davis,Hyderabad,Telangana,Self Employed,2172295,427,2023,8,1,1,0,0.00025849607972394184,6.332444465989737,1593.981971830986,1407.275049061249,113172.72,71,2172295,0,0.0,8,6,9,5,0.00022080142,0,Low,False
1783788,29082,2025-02-15,Dining,3303.12,0,17513,Richard Nair,Bhopal,Madhya Pradesh,Salaried - Private,1756484,610,2025,2,15,5,0,0.0018805284417458732,8.102925453593919,2188.3720325203253,2216.289813680261,269169.76,123,1756484,1,0.008064516129032258,1,2,4,4,0.042766165,0,Low,False
910513,3057,2022-01-10,Healthcare,6519.23,0,18881,Charles Chopra,Nagpur,Maharashtra,Self Employed,1661094,494,2022,1,10,0,0,0.00392465813213573,8.782664930372132,1817.5413636363635,1742.55592876189,79971.81999999999,44,1661094,0,0.0,7,13,5,5,0.0001529943,0,Low,False
2052736,1566,2020-12-03,ATM Withdrawal,3727.23,0,42788,Vikram Iyer,Chandigarh,Punjab,Freelancer,2504479,675,2020,12,3,3,0,0.0014882251006196896,8.223688869181377,1707.9976712328767,1457.1947809229289,249367.66,146,2504479,1,0.006802721088435374,0,3,6,1,0.01371361,0,Low,False
2853051,61629,2023-02-19,Fuel,4648.28,0,15566,Barbara Williams,Bhopal,Madhya Pradesh,Retired,1805962,417,2023,2,19,6,0,0.0025738511807827736,8.444467647882973,2311.372083333333,2069.903071770083,110945.86,48,1805962,0,0.0,4,2,4,2,0.00011050396,0,Low,False
1653083,4884,2025-12-01,Fuel,802.4,0,30971,Arjun Johnson,Ahmedabad,Gujarat,Student,551199,853,2025,12,1,0,0,0.001455732946298984,6.688852721925182,1740.2195054945055,1538.239103687399,316719.95,182,551199,1,0.00546448087431694,4,0,1,6,0.0065535363,0,Low,False
1373983,49478,2018-05-22,Healthcare,613.96,0,54681,Charles Smith,Pune,Maharashtra,Salaried - Government,1448392,621,2018,5,22,1,0,0.0004238904772392576,6.421557225040877,1692.7537931034483,1595.7950209979238,245449.3,145,1448392,1,0.00684931506849315,7,14,5,3,0.07465198,0,Low,False
2444882,59943,2025-08-13,Rent,113.34,0,29919,Mary Verma,Lucknow,Uttar Pradesh,Self Employed,2720518,431,2025,8,13,2,0,4.1661168328543195e-05,4.7391764658358255,2037.1966666666665,1926.6073393696956,177236.11,87,2720518,0,0.0,9,11,10,5,0.00015279296,0,Low,False
664510,17269,2024-11-18,Insurance,8265.24,0,32936,Meera Jones,Nagpur,Maharashtra,Student,2490164,463,2024,11,18,0,0,0.0033191535500659594,9.019935029249746,1479.4788372093024,1601.9065910378547,63617.59,43,2490164,0,0.0,8,13,5,6,0.0001093797,0,Low,False
2817880,1506,2025-02-12,Education,7647.17,0,11755,Richard Nair,Bhopal,Madhya Pradesh,Student,2846202,445,2025,2,12,2,0,0.0026867971118012314,8.94222168251767,1873.7679245283018,1718.4752253315442,99309.7,53,2846202,0,0.0,2,2,4,6,8.941335e-05,0,Low,True
1613916,26899,2021-04-25,Shopping,1088.23,0,23570,Kiran Rao,Indore,Madhya Pradesh,Freelancer,2543461,821,2021,4,25,6,0,0.000427853846450232,6.993226303571236,1672.7140476190477,1439.860931902649,140507.98,84,2543461,1,0.011764705882352941,11,7,4,1,0.0686748,0,Low,False
2392993,48108,2020-01-13,Groceries,2417.88,0,36811,Barbara Kapoor,Mumbai,Maharashtra,Freelancer,2418701,337,2020,1,13,0,0,0.000999660148294416,7.791059902103812,1645.0399,1737.569975171406,164503.99,100,2418701,0,0.0,6,12,5,1,0.0002566416,0,Low,False
